2020-02-15 06:27:09,235 - LOGLEVEL:DEBUG  MESSAGE:domain: localhost connected
2020-02-15 06:27:09,239 - LOGLEVEL:DEBUG  MESSAGE:From: binh@local.local
2020-02-15 06:27:09,241 - LOGLEVEL:DEBUG  MESSAGE:To: ['a@b.c']
2020-02-15 06:27:09,243 - LOGLEVEL:DEBUG  MESSAGE:CC: <_sre.SRE_Match object; span=(1, 22), match='iu7@superserver.local'>
2020-02-15 06:27:09,246 - LOGLEVEL:DEBUG  MESSAGE:CC: <_sre.SRE_Match object; span=(1, 14), match='jame@test.com'>
2020-02-15 06:27:09,250 - LOGLEVEL:DEBUG  MESSAGE:Accept sending OK
2020-02-15 06:27:09,255 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,256 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,257 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,263 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,266 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,267 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,268 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,268 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,268 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,268 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,269 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,270 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,270 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,270 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,271 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,272 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,276 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,278 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,278 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,282 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,531 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,532 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,532 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,533 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,535 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,551 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,552 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,552 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,553 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,554 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,554 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,554 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,554 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,554 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,794 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,795 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,795 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,795 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,797 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,803 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,805 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,805 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,805 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,805 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,805 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,805 - LOGLEVEL:DEBUG  MESSAGE:Additional data
2020-02-15 06:27:09,806 - LOGLEVEL:DEBUG  MESSAGE:Additional data
